Tweet,Suicide
youre such a sweet daughterinlaw i hope it goes well today,not suicide post
ooh ive never been to the alameda flea market must check it out thank you,not suicide post
cool stuff,not suicide post
ive truly never been happier with my life  im rid of all the toxic people who brought me down  and those,potential suicide post
thats a big one,not suicide post
was no reason for you to get banned k not rightronnie stay banning folks that do nothing but try,potential suicide post
damn i really do hate myself,potential suicide post
night all just enjoyed a chat on connectmums check it out,not suicide post
rt   world got the right path celebrating matri pitri pujan diwas started by bapuji serviceforhumanity,not suicide post
lol he makes a few good points i love the customers who bought crocs also bought hilarious,not suicide post
aahhh i need sleep but cloverfield at am was worth it,not suicide post
yeah i remembered reading about that i think someone else mentioned ittheres still room in the market,not suicide post
i gotcha this is my fridge  not sure its photographed well though arg,not suicide post
is glad she got changed  times this morning xd its lovely amp sunny,not suicide post
i will probably kill myself before  i have always been depressed as long as i can remember summers are better but school always makes it much worse i probably would have tried to kill myself last may if i had a car now i do last may was the worst its ever been i transferred to an early college program soi amtaking classes at the cc instead of my shitass high school ive only been in school for two weeks and its progressing way faster than normal idk why i want to die nothing traumatic has happened to me but i do i hate myself so much i will probably co myself if this doesnt get better soon,potential suicide post
evening carlota not bad thanks  a bit tired  but that is normal  rolls eyes,not suicide post
well he was partially right i do want him to get sick and die and i would dance on his grave may,potential suicide post
i am really goodtired but good,not suicide post
rt  im at the point of the semester where im so tired of everything i just want to roll over and die,potential suicide post
today i almost kill myself because i almost hit by a bus thank allah,not suicide post
my friends think im weird because i watch the news all the timewatching the news,not suicide post
i want to overdose on advil and benadryl and just end this i have enough to do the job i am really tired of this shit i just want to give up,potential suicide post
lololololol i hate how i trust people with ugly pictures of myself and then they break that trust like lol damn ok it be like that sometimes,potential suicide post
hers my view from canada for what its worth more than half of you didor he wouldnt be presidenthe treats his friends like shiteveryone is now his enemythe usa has lost all respect from herewe want tou to build the wall herecause we just dont trust you anymore,potential suicide post
i want you to explain yourself to me,not suicide post
rt  i am so jealous of this insane  story i want to die,potential suicide post
and such a beautiful if typically macy web site too,not suicide post
im going to kill myself my art teacher just expanded the homework we needed to go by like fucking five times i tho,potential suicide post
that dalek is great,not suicide post
rt  daughter was delighted to see this assistant referee today her hair is like mine can i be a referee,not suicide post
mbappe is not tired,not suicide post
rt   i agree its awful and makes no sense regardless of his last mistakes he didnt deserve to die and mocking him,potential suicide post
rt  the pentagon spent millions to prevent suicides but the suicide rate went up instead,potential suicide post
man game of thrones is going to end next year and ill have to wait  years for twow and ados to come out to get m,potential suicide post
hi just joined and i think its brill haha still in bedcouldnt be bothered getting up anywaybye,not suicide post
thinking about killing myself i got raped at  years old by a drunk homeless man and who is trying to find where i live and i am now  year old boy with no friends my gf dumped me everyone hates me my mom and dad hate me i got abused when i was kid i dont have any reason to live anymore i want to kill myself,potential suicide post
rt  wasnt the performance we wanted but delighted with a point were still unbeaten amp got the best gk in the world,not suicide post
in ny no flight delays thank goodness las vegas was memorable loved fobatlcs concert,not suicide post
is going to take a nap before going for bm tuition,not suicide post
rt  they figure me a dead motherfucker,potential suicide post
isnt that sweet of them altruism at its finest,not suicide post
edit  my mood,not suicide post
shes soo cute good luck with the museum thing lol,not suicide post
i think the ginger next door are having a fight like a bad one i dont know what to do,not suicide post
want to kill him,not suicide post
why is mankind afraid of death lately i am asking myself more often and often why do we fear death nowdays back in the middle ages for example of course you fear getting in hell and stupid shit like that but today even if it is completly painless why would you struggle to just end it all i myself am not suicidal i would say even if i think about it more than often to just quit go the pussy but easy way why should i struggle with life instead of going the easy route personally i think its because mankind fears the unkown we dont know whats after death because none really came back from actual death and reported about it like actual clinical dead but is is really the only reason like i know i am not going to kill myself yet and it probably stays that way because i am just too much of a pussy to be a pussy if you get what i mean,potential suicide post
i want everyone to feel my pain i am sick of everyone trying to hold me down and take advantage of mei amsick of always being second choicei amsick of being neglected feared and hated i want everyone to feel my wrath and my pain i am sick of hiding in the shadows and just taking it all i want everything they ever did to me to happen to them and  times over i hope they never get reliefi amsick of people and i am not afraid to admit it and it makes me sick to see so many happy people with perfect lives they dont deserve it if i cant be happy why should anyone else be,potential suicide post
back home and finished dinner just stopped by for a minute still much to do tonight be back later,not suicide post
it is the pizza place is standing room only around dinnertime they had a pizza named after me the woo,not suicide post
im so fucking tired of depression i woke up feeling productive today now i dont want to do anything i feel shit,potential suicide post
i mean my life is miserable so i guess light at the end of the tunnel,potential suicide post
just working matey but im off next week,not suicide post
i am done my last post was how i am tired of living and the only good thing left in my life was my girlfriend but she just broke up with me and i feel so alone and hopeless i dont really feel like going on i really want to kill myself,potential suicide post
eating as usualcant wait for pogo thursday night whoop,not suicide post
and me too yay good morning,not suicide post
wellgood morning i thinklol nothing like playing muscial chairs with where you sleep,not suicide post
thanks for the link to fastpitch,not suicide post
caugh caugh i am  darth batman  most brilliant crossover ever,not suicide post
why am i so weak that i cant keep up besides its not my new jobs fault thati amfeeling this way so why should i punish them by going on a leaveim supposed to be better than this at this pointi am so terrified of taking stress leave that nowi amstarting to be convinced killing myself is the only option my doctor has me on meds probably because i am crazy i dont know i dont have any friends either or a family support net so dont with that friend shit and all i have is my boyfriend to talk to but this isnt his problem i wont saddle him with my weakness i am a shit person i deserve this,potential suicide post
i feel so lonely,potential suicide post
im almost caught up on himym i watched  episodes with  last night ssssoooo good,not suicide post
rt  and a certain centurions servant who was dear unto him was sick and ready to die luke  jesus god bible,potential suicide post
off to town now see you later,not suicide post
thank you for inspiring people to check out a great cause that they might not have otherwise known was out there,not suicide post
forgot she had a twitter amp is pleased to know more people have joined,not suicide post
sis dont my life isnt how you  think it is my life is a miserable,potential suicide post
ha nicea lot like love is on tv right now what a cute movie,not suicide post
besties staying tonite,not suicide post
rt  damn this is hardcore i hate myself for preheating so many ovens against clear ap style,potential suicide post
hahas sucks to be you,not suicide post
thank you precious woman may you receive that and exceedingly more than you could ever hope for or imagine,not suicide post
the time has finally come i am finally ready to end it all after  years of a sickening life i am ready to end it all i should have done it earlier but my life was all about coping i ll die with depression and as an involutary celibate thought of resorting to sex work before death but i have no motivation for that i ll die in the city where i was born the bridge is  meters tall so it should be enough to kill me if i fall on concrete goodbye meaningless world,potential suicide post
nothing to congratulate for its just a task but thanks  i dont work in the maemo group,not suicide post
i am so tired i just want to sleep but i m afraid of what i might dream of i guess its just my own fault i guess that all of my problems are my own fault ive heard thats supposed to make me feel better because it means i can work to get better and change things it only makes me feel worse because i know i wont people wont care if i die i ve asked some at least then i could rest i wouldnt be tired i wouldnt be,potential suicide post
i think my moment is coming it seems that the pieces of my life are already set it seems that fate so wants my mom will leave the house for a while for her work seems to be my opportunity to be free nobody cares if i die every day i get up and i think about suicide and how to carry it out i wish i had a gun i think i will find a way to do it ive already lost everything i can not enjoy my music like before the girl i like is in love with someone else i have no friends and i never had a girlfriend that disgust of life maybe is better leave this place,potential suicide post
wow i just woke up and theres a bag next to my bed i hate alcohol wtf happened tonight thanks everyone who came to my bday dinner,not suicide post
oh pants im hanging out with the old folks back in england defo b up   when i get back tho,not suicide post
whoa i want some too,not suicide post
totd faves time for bedhave a good nightday see you in the amif you faves time for bed,not suicide post
i didnt want you to see the painting until it was done,not suicide post
he was tired,not suicide post
im so tired of living pay check to pay check if any scammer wanna dm please do,potential suicide post
ya ill go on a complete social media strike till i change myself completely im about to unlearn all the fucked,potential suicide post
sitting in the studio talking to danniee beee who is ignoring me as he is adding friends to his facebookthat is until he reads this,not suicide post
this was a relationship she might want to pursue if he wasnt involved in something illegal,not suicide post
but the dip keeps following me neh gaat alweer stuk beter gelukkig just one of those days,not suicide post
installing meebo at  now you can talk with me when i am online,not suicide post
my baby is tired,not suicide post
done with the stress,not suicide post
rt  my ultimate goal is to not end up like all the miserable people around me who settled in life and are perpetually bitter abou,potential suicide post
also do you own any designer clothes,not suicide post
if youre tired of living for the st and th and you need to do some immediatelylike when your regular deodora,potential suicide post
select the tile option its a little square towards the bottom of the screen when youre changing the background,not suicide post
cant wait for friday im coming to see the recording do you know who fridays guests are yet looking forward to it,not suicide post
good morro i had a dream that i was banned from ggui,not suicide post
dont make a topic am sure youll get some replies soon,not suicide post
i want you to clean the dishes,not suicide post
me when i finally die after saying i want to die every single day,potential suicide post
i r so tired but i suppose thats what i get for procrastinating damn i hate having my ego tied up in grades i blame capitalism,not suicide post
billie holiday  i love this one taint nobodys business if i do,not suicide post
dont worry well make the most out of it,not suicide post
wanted to kill her,not suicide post
xbrp   mvrpyeah fuck it im logging out ill maybe make another account some other time and follow people i like but i really dont want to be here anymore i dont enjoy the verse waaay too toxic,potential suicide post
why did i even come back i want to fucking die im tired of everything,potential suicide post
rt  buying your girl weaves is love language on its own,not suicide post
eating prepeeled oranges too lazy to peel my own orange,not suicide post
goodmorning dude long time no see,not suicide post
you are being narrow mindedits about the people who jsut,potential suicide post
and in danish its quotrytmequot,not suicide post
i thought ive hated myself before but now i really truly hate myself so god damn much,potential suicide post
welcome amp good to see you,not suicide post
ahhh the shoe throwing tradition after pakistan and iraq now in india,not suicide post
tellin two of my bffls to sign up here,not suicide post
thats right unc what a game,not suicide post
the mooni cant do this im a fucking wreck i havent touched a thing at work i have cried here since am but i dont want to leave because i have to go say goodbye to someone i shouldnt be idk what to do with myself anymore,potential suicide post
is up at  am for no reason had a great day yesterday hopes today is just as good,not suicide post
survive but tired like shit whats the point of living,potential suicide post
i hate myself sm i just wanna die i dont deserve to live,potential suicide post
thousands of dead children as he put it sigh,potential suicide post
im tired of living tbh,potential suicide post
damn i hate myself,potential suicide post
nice pictures glad your having a good time,not suicide post
dont quit twitter,not suicide post
rt  learn the art of being alone and being happy at the same time,not suicide post
thanks for the help i have realized that now i need you to make it work,not suicide post
checking out virtual box looks quite nice,not suicide post
just woken up very pleased he won was it a good match,not suicide post
somebody kill the evil version of me please,potential suicide post
heading home today for easter break my parents dont think ill be home til thursday so what a surprise,not suicide post
rt   its a black diwali for all of us who failed to letavnilive while we reached out to ur office with evide,potential suicide post
i dont want to be here anymore,potential suicide post
im getting tired of people going through everything like literally everytime i die its cuz someone goes my stuff,potential suicide post
uh oh youre in trouble,not suicide post
won my first game of settlers and i didnt even realize i could have won the pound before haha,not suicide post
hey hey hey just joined twitter sounds like a nice thing,not suicide post
baby id try anything for the first time wi you,not suicide post
ptsd and alcohol i had some extremely horrible violent stuff happen to me a few years ago i was  nowi am i forgot about repressed it or whatever for several years something unrelated one day made me remember everything it all came flooding back into my mind and it was like i was reliving it all and felt like i was having a never ending panic attack for about  days this buried trauma explained a lot about why my alcohol pornography cigarette usages were all insanely high to the point they fucked up my life and relationships with people close to me in signifigant waysi amafraid to talk about what happened to anyone even people i trust like my family or a potential therapist due to extreme irrational paranoia about the people involved finding out and hurting me again and sometimesi amjust completely consumed by negative horrible thoughts and cant escape them i tried getting a sliding scale therapist a couple years ago and even t and gave up on the idea of therapy i dont know what to do i dont want to give up,potential suicide post
no problem,not suicide post
buying a gun tomorrow since stores are closed i ll spare you the details of my life since no one will give a shit anywayi amjust done with everything nothing helps yes i am well aware that i m not alone it doesnt make a shit of difference nothing can be done and i m sick of wasting life time money air as much as i love the people in my life they arent worth living with this shit nor are they of any help because they dont know what to do i tried knives but i cant bring myself to draw blood,potential suicide post
there is only one seat at the church of jason my life my choice my belief my artistic expression sorry there,potential suicide post
heh heh but you cld use it for anything almost lol,not suicide post
sure just get that homework done while celebrating that poin,not suicide post
haha it was alright we ended up paying abt  and yes i am coming to school tmoro oh oli pood tday d,not suicide post
im tired of lies and living in lies of people showing only the versions they want to show and of shows that people put on,potential suicide post
happy birthday big guy keep up the good work,not suicide post
its a nice piece of software indeed,not suicide post
im exhausted to the point where i need my peace ive gone as far as deciding i would die for it cut ties for it i,potential suicide post
rt   you or the picture cus damn both be looking so good,potential suicide post
im tired of struggling im tired of asking for help and mostly im just tired of life its not worth living anymore,potential suicide post
ok now i have tkts for nite fast and the furious hope is great after being sold out for the weekend,not suicide post
bon courage pour magento,not suicide post
i just want it to be healthy,not suicide post
i hate myself more than anything in the world,potential suicide post
but im just a motherfucker that want to be dead,potential suicide post
have you been overdoing the william gibson novels,not suicide post
rt  cheers for more wonderful years with highlight happy th anniversary guys  celebratehighlight,not suicide post
i do think homies doing the right thing amp deserves every dollar he will get steelers are silly for not paying him,potential suicide post
omg thanks for replying to me you just made me sooo happy please folow meive learnt so much from your blogs,not suicide post
rt  ive been ugly all my life ugh this is not fair i wanna be cute for at least one era of my miserable life,potential suicide post
wala akong specific problem actually im just so drained and tired of everything i just wanna die hahahaha,potential suicide post
interesting a digital engagement peep good to know theyre engaging with people at the coal face,not suicide post
my ggrandfather fought in ww earning the military medal at la boisselle then in  the thought of fight,potential suicide post
its not nerd lisa its retard remember special olympics i dont speak austrian that guy is breathtaking,not suicide post
important meetings happening all over the office and im not needed in any of them yes,not suicide post
if i am not happy by age  i think its best that i just die i am  years old i have had anxiety my entire life and depression since i was  and its gotten worse and worse over the years add misophonia to that and it makes life torture its especially bad now because i dont know what the fucki am doing in life the only reason i have to live is for my friends and family and because i am too scared to die which is ironic because i wish i was dead most of the time or at least i wish i had never been born but life is scary too anyway if things dont get better in the next  years then i fucking quit or maybe i ll pussy out like the pathetic piece of shit coward i am i dont know,potential suicide post
damn this is hardcore i hate myself for preheating so many ovens against clear ap style,potential suicide post
got banned in my boy claysters chat by his thot gf  for saying its sad how cod pros wake up at  pm,potential suicide post
alrite thanxx,not suicide post
you did not get mumps so thankfully my life is spared woop,not suicide post
just wanna fucking sleep and never wake up ever again,potential suicide post
messi is tired,not suicide post
rt  congratulations to joe cole on a brilliant career enjoy your retirement mate,not suicide post
rt  i just want to remind yall that without iris barry allen would be dead right now but shes useless right theflash,potential suicide post
interesting that i was just asking myself that same question,not suicide post
pls dont bring this image to my mind im not ready to die,potential suicide post
i have homemade brownies too,not suicide post
hichew is literally the best fucking candy ever,not suicide post
i don t think i can live with what he did to me i was sexually abused for years and i can t take one more second of reliving the feeling of his hands all over my body i would rather take my life than live with the guilt and shame that i feel over this i can t tell anyone what happened to me i feel like i am going insane,potential suicide post
love the new song and the chorus is real nice and catchy gud job who did the track and recording jordan,not suicide post
i ended up in the hospital after suicide attempt and now my heart is messed up they wont let me leave until i am medically stable and then i have to go to psych hospital but i am not sure it will work,potential suicide post
ergo my dreams would be crushed what would i do then work a dead end job for the rest of my life and let forms o,potential suicide post
we are planning our first one this year egg hunt that is,not suicide post
quite bored reallyyy  on the phone to my baby x,not suicide post
rt  its all fun amp games until youre throwing up hotcheetos,not suicide post
an easter egg without the calories,not suicide post
yeah ive seen his reply congrats dear you must be very happy,not suicide post
a beautifully designed fully accessible html website,not suicide post
and missed my chance at love death cant come for me fast enough  iq thats th percentile i also have a ms and ba from top ten schools cant figure this out somehow i am too old to attract someone i am attracted to and i am behind where a ivy graduate should be k at  years old in a temp position its just not enough to make me worth something i am so tired of not being loved for who i am and envy the attention women get i dont think i will ever be wanted like that just not good enough,potential suicide post
me too its gonna be awesome eeek one week,not suicide post
raikb is not tired of everything,not suicide post
feeling very happy with the giant box of chocolates that arrived this morning easter is a wonderful but underrated holiday,not suicide post
may th we couldnt wait any longeri was waiting for someone to ask lol,not suicide post
just got back from a sweltering morning covering cowboys preseason training and the aircon in the office is broken,potential suicide post
fuck somebody come kill me please,potential suicide post
oh dear  its nearly bedtime at least im sure tomorrow will be better i have urge to hibernate but got work to do,not suicide post
i just trimmed it ill post photos soon,not suicide post
really why call superman he can save you we need ya,not suicide post
hates the people on facebook trying to convince jp to get an iphone,not suicide post
i love the fact that i said it like chandler in my head as i read it and then kept reading n saw u say quotjust like chandlerquot,not suicide post
we need to give a big huge massive shout out to  for his scraper expertise and amazing intelligence,not suicide post
decently functional im at work today,not suicide post
im leaving forever if youll miss me whatever,potential suicide post
working like crazy,not suicide post
more deinstallation fun wielding power drills amp being in love with my spreadsheet organization,not suicide post
just bought  new reads  the ten commandments for business failure and more softies  new friends for you to sew and crochet,not suicide post
i dont care who fuck with me at the end of the day i came in this world alone im gon die alone with that being sai,potential suicide post
why do you raid drs offices when you know that illegal fentanyl thru mail is killing people people are in s,potential suicide post
i am going to kill myself tonight i am a lesbian grad student at a conservative big name school in america my life up until now has been shit i am lonely girls only want to use me for sex i dont feel loved by friends ive been struggling to find a dissertation lab i invented something for a professor in undergrad but now shes stealing it and giving me no credit i want to make sure i do it the right way so that i am gone i am just fucking tired of not feeling valued,potential suicide post
hi hi,not suicide post
uuuuuuuuggghhhhhh was that chinese or english,not suicide post
lol the conbrainer store thats cute,not suicide post
want to kill her,not suicide post
she is tired,not suicide post
buy an mac yay,not suicide post
yes i would pay more to to fly on in a childfree section,not suicide post
always fucking stressing and its not good day by day i just feel like im going to fucking lose it and do it you wouldnt care tho because im worthless to you,potential suicide post
i am going to  so keen come on june,not suicide post
today i almost kill myself because i almost hit by a truck thank god,not suicide post
lots and many i illegaly downloaded them h but then lost them all so now i only haz whatev ones tozz emails me why,not suicide post
good morning tweeterville looking forward to your tweets today make it an awesome day,not suicide post
not everything,not suicide post
cookie dough is like hey dont eat me raw i could make you sick not realizing that ive been ready to die for things i liked less,potential suicide post
i dont feel right i used to have goals and things that i looked forward to but every day that passes i feel worse and worse and i just want it to end already,potential suicide post
i just want to get my ass done im tired of living this life,potential suicide post
about me and im serious about that if i were to ever i dont think i have the guts sadly do suicide i wouldnt lea,potential suicide post
watch out for the pm brick wall that jumps out at you once the caffeine rush ends,not suicide post
i am a thousand percent done with protocols and everything else i am tired of explaining and giving further back,potential suicide post
rt  sometimes in life amp love situations in order to move ahead we just have to give ourselves over to being vulnerable amp,not suicide post
just made a new fluid icon for use with,not suicide post
managed to fix broken moss in  min and save demo well done spbpuk,not suicide post
lol you and me both grumpy and bitter,not suicide post
your imaginary girlfriend wants an nft for xmas what you buying them,not suicide post
wants something to eat but cant decide what to have shortstack were on home and away and hi tori,not suicide post
rt  happy th birthday aden alaina was excited to come to your birthday party but as you said buddy she lives in your h,not suicide post
me and my boyfriend tom on my birthday night out,not suicide post
wait i take this back i fucking hate living in markham and i want to actually kill myself damn,potential suicide post
becaus honestly you did nothing wrong i dont know what the fuck is wrong with me sia i feel worthless you gave,potential suicide post
rt  your hardest times often lead to the greatest moments of your life keep the faith it will all be worth in the end,not suicide post
so this goes well to show the average american trying to retire will die hungry and alone,potential suicide post
rt  naming laws after dead children is a cynical ploy if you dont support this law you must want more kids to die just li,potential suicide post
how weird yesterday i was thinking i really wanted to listen to christmas songs not so strange i think,not suicide post
i saw deer in the backyard from my bedroom window this morning,not suicide post
rt  everyones fighting about this but will is dead and wessas kids are dead and jems going to die one day along with jessas,potential suicide post
rt  one day ill kill myself and my suicide note will just be some shit like my arms are kinda chubby bye,potential suicide post
i getting tired of living the same day every single day,potential suicide post
uh oh i take it someone cant spell your name im a katie and hate it when people put katy x,not suicide post
right then nsb archive done and dusted ape accounts up to date freeland winner sorted haha now to do some real work,not suicide post
wants to be stimulated already,not suicide post
thanks for the offer,not suicide post
rt   speakyourselfsg ive always hated my life ive always felt like theres nothing to live for but bts has helped me,potential suicide post
rt  im tired of everything that is going on in my  life,potential suicide post
they dropped these fucking teasers when i was in class yeah they want me to die right,potential suicide post
i am a failure a loser i m a waste of life and i want it to be over we can finally close this pathetic story the only concern i have is debt i cant leave my family with that,potential suicide post
getting my english doneee ahh cant wait till holidays,not suicide post
tyson smells like cookies,not suicide post
waiting for the train so i can go to ellens and have fish pie for dinz i have been waiting for this moment all my life,not suicide post
new york please,not suicide post
im so tired of living and college i just wanna drop out and work somewhere far away from everyone,potential suicide post
every damn day i hate myself,potential suicide post
i sure will,not suicide post
reminds me of your quotemotional responsequot point deleting mails in gmail and why i turn off face recognition in iphoto,not suicide post
the videoscommentampsuscribe amp follow me  cheers x,not suicide post
thats a killing smile i m flattered,not suicide post
people say they feel expressionistic  ive never heard them say pointalistic,not suicide post
misery loves company,not suicide post
im learning to twitter beats doing the taxes,not suicide post
fucking end my life,potential suicide post
saw it smetime back  bloody creative it is,not suicide post
rt  congratulations to everyone who bought a wiretap so they could buy stuff more easily,not suicide post
not tired of everything,not suicide post
i want to be able to focus on solving this problem not worrying about what might be said or done to you,not suicide post
sex dreams are my least favorite dreams like theyre always weird and appear out of nowhere and then you think its,potential suicide post
you guys should look into a cube or edh its fun xion as in kingdomhearts from your profile pic theres some resemblance,not suicide post
im going to fucking kill myself cuz i have no purpose on this earth cuz everything i wanna do in this life has bee,potential suicide post
i swear it doesnt matter what time i go to sleep my body forever wakes up tired,potential suicide post
he was not tired,not suicide post
watching ellen show,not suicide post
abdul is tired now,not suicide post
support for making the world better place,not suicide post
caffeinated and happy,not suicide post
i am getting close and i am not sure what to do anymore i have been really struggeling for about  month now i broke up with someone who i loved very much i first turned to drinking and drugs to ease the pain but i got quite suicidal it got so bad i had to make some major changes in my life or i didnt think i was going to make it i have done absolutely everything i can to pick myself up therapy psychiatrist lexapro quit drinking quit smoking started working out started eating right started travelling focused on work and even started hobbies despite all this somet it feels like nothing is helping i can barely get out of bed most daysi amon the verge of tears every day it is difficult to do anthing its even hard to write this post i dont know what to do anymore i wake up everyday feeling like i am being tortured its been  months and it is driving me nuts feeling like i cant escape i could really use some words of wisdom right now,potential suicide post
i could but then there would be too much people around admiring me can you send me the address of that cava bar pleaaase,not suicide post
hb,not suicide post
i quit i keep grinding but still fucking suck i no life something and i still fucking suck im never gonna get i,potential suicide post
im tired of you,potential suicide post
i have chorus today that makes me happy,not suicide post
i want to kill her,not suicide post
im greatsomebody saidquotu speak out of the right side of your mouthquot ohit was randomi think you have sweet talkingdear,not suicide post
i was pretty sure that you were checking new tweets on your iphone during the meeting,not suicide post
i fucking miss you  but youre probably better off without me,potential suicide post
hehe thanks,not suicide post
jon stewart loves twitter,not suicide post
a father whose daughter committed suicide saying cannabis is very very dangerous is an instr,potential suicide post
michigan usa  hi i know you are scrambling to escape with no time to even save your pets or family heirlooms lest you burn alive i know entire towns have burned to the ground and hundreds of thousands are homeless evacuees but please take some time to let me know how to help,potential suicide post
rt  transfact sadly around  of transgender people who were bullied at school have thought about or attempted suicide this ne,potential suicide post
i need a different job if he is gonna chat all night hes cute so ill get over it,not suicide post
jooooordan happy birthdaaaay enjoy the day and party a loot,not suicide post
thanks for the photo,not suicide post
woke rt  life is hard i never thought id come onto social media to venttalk about my feelings but man my life sucks i dont want atte,potential suicide post
just broke  in xbox  achievements,not suicide post
i play hockey ive gotten penalties like that dead play or not you cant go i,potential suicide post
why the fuck would they put daniel is in a match against brock do they want him to die on sunday,potential suicide post
sure but would i be a rebel for not waiting til follow friday haha,not suicide post
a day researching prices for a buffet mrs cm is doing on friday heard yesterday that the deal for our new shop is finally progressing,not suicide post
i thought it said quotlooking to get a shotquot for a second  im interested in both mesh,not suicide post
gimme that m well take a tour to the uk and ill show you all the people you need,not suicide post
is working on her listography,not suicide post
do i have to telllol,not suicide post
short stack on home and away,not suicide post
im going to buy my slam dunk ticket today,not suicide post
i need a guidance mentor father figure guardian angel or whatever fuck out there that can tell me what to do wit,potential suicide post
im learning how to love myselfand i dont want to be here anymore,potential suicide post
seems like instead of me hoping i ll live past  i am praying i ll live past  i have really all but given up right now each and every day i think about disappearing from the world more and more as if its becoming an actual option,potential suicide post
i love you lt,not suicide post
yes the gloves are my pattern ive made lots of gloves on my looms,not suicide post
the videoscommentampsuscribe amp follow me  cheers x,not suicide post
what is the software on the middle screen i have used adobe premiere and sony vegas for amateur video making,not suicide post
goodbye everybody abusive dad bullying being a wimp because i never had a father figure in my childhood never getting to fuck the girls i wanted to fuck never having a say in anything becausei am too weak to step up three tours in iraq killed people who tried killing me saw those people kill my friends lost both legs to a roadside i ed wanted to become a physician but dreams are exactly that a fantasy and not something achievable spent  years in prison after cops ransacked my home and found  grams of weed i grow tired of wading through this hell every day ive been waiting for this moment for a long time and i have a mm ready to get the job done quick and clean fuck this place,potential suicide post
i got an openmoko freerunner and now and android g as well yay,not suicide post
bb jackz good morning fellow coffee lover glad to know ur up with us,not suicide post
he was slightly damaged to begin with so nothing to report there,not suicide post
aaaah ty,not suicide post
i admire babar partly because hes a great batter but because hes just so prone to the outside noise its admirable unreal pressure on his shoulders team despaired of every bowler he was used to everything stacked against him yet he finds a way to stay quiet and do his job,not suicide post
i want to fucking die someone please kill me but suck all the fat out of me first,potential suicide post
rt  the best stan lee cameo ever,not suicide post
lipsynching to a song,not suicide post
rt  i go on youtube to binge watch david dobrik wholeheartedly knowing im going to be sad bc i cant marry him or scotty or,potential suicide post
reno nvbut i dont want to kill myselfi just want to be able to let other people have to not worry about me i feel like i never make the best choice i constantly feel like i am making wrong choices and i am just struggling im fucking depressed and i just dont want to be here anymore,potential suicide post
news releases from the banquet  almost done final editing stages,not suicide post
and then look bemused when i take it off of their alloted hours,not suicide post
lol im thinking of moving to berlin,not suicide post
rt  just want to say that just cause a song isnt charting doesnt mean its dead stans online care about charts way more than gp,potential suicide post
you know what i hate staying in class during breaks and hearing hormonal teenagers conversations somebody kill me please,potential suicide post
a lot of my tweets are about being lost amp miserable but its not always all its cracked out to be lol my life is a,potential suicide post
rt  i fucking miss you  but youre probably better off without me,potential suicide post
rt  knets try to describe how v looks like in real life,potential suicide post
thanks for the rts paul,not suicide post
good day tweeps have a great day,not suicide post
everyone should follow me and feed me mexican everyday,not suicide post
had a wonderful day today,not suicide post
and  s little love tweets are so cute however  and  s make me want to vomit,not suicide post
dont break other people down just because they may seem weaker than you if someones eyes are  that doesn,potential suicide post
she is not tired of everything,not suicide post
i demanded personal satisfaction and it was so fucking glorious to finally have done it i had to do,potential suicide post
rt  congratulations  for winning the e peoples choice award for thestylestar of  pcas,not suicide post
rt  know one enjoys my company and i just make everyone miserable everyone is better off wi,potential suicide post
is looking forward to her upcoming photo shoot off to work ask for my email address chatting makes the day fly by na if ur crazy,not suicide post
i dont wanna tis too annoying amp hard doing it all day tomorrow,not suicide post
have been convinced to do the second talk at tonights djugl im hoping not to become too regular a feature,not suicide post
i even figured out that turkey is pretty close to iraq,not suicide post
right laters everyone i am off for my next bowen treatment will be gone a few hours have a good morning,not suicide post
i will post this every single time it comes across and i will share how angry how upset how emotional i still am,potential suicide post
rt  congratulations  for winning the e peoples choice award for thegroup of  pcas,not suicide post
has just joined twitter,not suicide post
i hate going into my rap zone cause then i think to myself damn people should really hear this but then i go oh wel,potential suicide post
i understand incentivizing companies to move to y,potential suicide post
that is how i am but it is valley girl that i must watch nic cage as randy  yum lol,not suicide post
i prefer  meself,not suicide post
ooh snowboardlite is such a fun app,not suicide post
imy frankieeeee lt found any good books to read yet,not suicide post
checking out twitter to see what i have heard is true,not suicide post
nah aus pc is more salesy best left to the sales guys we have  of the team going from aus to vegas in oct wwpcs my scene,not suicide post
that penclip is soooo cool,not suicide post
how to cut a wrist the end of blood,potential suicide post
quotis in awe of everything she sees your wayquot,not suicide post
totally bought high school musical  today and it was meant to be released tomorrow also bought a wii remote charger,not suicide post
jealousy is important for a person to move ahead in life it keeps you on your toes and helps you realize,not suicide post
rt  please see me i need my human dont let me die alone amp afraid hurry,potential suicide post
me knowing damn well that i will hate myself for taking a  but doing it anyways,potential suicide post
i miss irc culture twitter is like the mainstream version without the trout slapping,not suicide post
damn what is this crazy life of mine,potential suicide post
some days i feel deeply depressed i am a highly sensitive person diagnosed with bipolar depression it must be annoying dealing with me because who wants to be with someone who always walk around eggshells or simply cant get over things quickly i ve been diagnosed with general anxiety disorder too i am frustrated i cannot seem to see the big picture why cant i love myself it annoys me that some smug asshole goes to sleep perfectly fine even though he hurts others he lashes out at others while i self destruct i feel pathetic,potential suicide post
getting ready for class much rather sleep,not suicide post
